Date,Starbucks
10/19/2022,53.78486055776892
10/20/2022,47.01195219123506
10/21/2022,58.96414342629482
10/24/2022,33.067729083665334
10/25/2022,41.43426294820717
10/26/2022,43.82470119521912
10/27/2022,41.83266932270916
10/28/2022,49.800796812749
10/31/2022,46.613545816733065
11/01/2022,50.199203187250994
11/02/2022,37.450199203187246
11/03/2022,38.24701195219123
11/04/2022,69.32270916334662
11/07/2022,64.9402390438247
11/08/2022,71.31474103585657
11/09/2022,68.52589641434263
11/10/2022,78.08764940239044
11/11/2022,80.87649402390439
11/14/2022,81.27490039840637
11/15/2022,82.47011952191235
11/16/2022,79.6812749003984
