Date,Microsoft
03/08/2022,47.01195219123506
03/09/2022,61.75298804780876
03/10/2022,58.167330677290835
03/11/2022,51.39442231075697
03/14/2022,48.20717131474103
03/15/2022,59.7609561752988
03/16/2022,66.13545816733067
03/17/2022,68.12749003984064
03/18/2022,73.70517928286853
03/21/2022,71.31474103585657
03/22/2022,77.68924302788844
03/23/2022,71.71314741035856
03/24/2022,78.08764940239044
03/25/2022,77.29083665338645
03/28/2022,81.67330677290836
03/29/2022,86.05577689243027
03/30/2022,83.66533864541832
03/31/2022,80.0796812749004
04/01/2022,80.87649402390439
04/04/2022,85.2589641434263
04/05/2022,82.07171314741035
04/06/2022,72.50996015936255
04/07/2022,75.2988047808765
04/08/2022,70.11952191235059
04/11/2022,57.37051792828685
04/12/2022,54.581673306772906
04/13/2022,60.1593625498008
04/14/2022,50.99601593625498
04/18/2022,52.589641434262944
04/19/2022,57.76892430278884
04/20/2022,58.96414342629482
04/21/2022,53.78486055776892
04/22/2022,45.0199203187251
04/25/2022,52.98804780876494
04/26/2022,42.62948207171315
04/27/2022,56.17529880478087
04/28/2022,62.54980079681275
04/29/2022,49.003984063745015
05/02/2022,56.972111553784856
05/03/2022,54.18326693227091
05/04/2022,63.34661354581673
05/05/2022,48.60557768924303
05/06/2022,45.81673306772908
05/09/2022,35.85657370517928
05/10/2022,41.83266932270916
05/11/2022,31.474103585657367
05/12/2022,25.49800796812749
05/13/2022,32.27091633466135
05/16/2022,33.067729083665334
05/17/2022,39.04382470119522
05/18/2022,24.302788844621514
05/19/2022,22.709163346613543
05/20/2022,21.115537848605577
05/23/2022,31.872509960159363
05/24/2022,29.8804780876494
05/25/2022,33.86454183266932
05/26/2022,37.84860557768924
05/27/2022,44.6215139442231
05/31/2022,43.42629482071713
06/01/2022,43.82470119521912
06/02/2022,45.41832669322709
06/03/2022,42.23107569721115
06/06/2022,41.43426294820717
06/07/2022,44.223107569721115
06/08/2022,43.02788844621514
06/09/2022,36.254980079681275
06/10/2022,21.91235059760956
06/13/2022,13.545816733067728
06/14/2022,14.741035856573705
06/15/2022,19.52191235059761
06/16/2022,15.936254980079681
06/17/2022,17.92828685258964
06/21/2022,23.904382470119522
06/22/2022,22.31075697211155
06/23/2022,28.685258964143426
06/24/2022,39.8406374501992
06/27/2022,37.05179282868526
06/28/2022,26.294820717131472
06/29/2022,30.278884462151392
06/30/2022,27.091633466135455
07/01/2022,29.48207171314741
07/05/2022,34.26294820717131
07/06/2022,38.24701195219123
07/07/2022,40.63745019920319
07/08/2022,39.44223107569721
07/11/2022,35.45816733067729
07/12/2022,23.50597609561753
07/13/2022,21.51394422310757
07/14/2022,24.701195219123505
07/15/2022,26.693227091633464
07/18/2022,25.099601593625497
07/19/2022,29.083665338645417
07/20/2022,33.46613545816733
07/21/2022,36.65338645418326
07/22/2022,30.677290836653384
07/25/2022,28.286852589641434
07/26/2022,19.9203187250996
07/27/2022,41.035856573705175
07/28/2022,47.41035856573705
07/29/2022,53.38645418326693
08/01/2022,49.800796812749
08/02/2022,46.21513944223107
08/03/2022,55.37848605577689
08/04/2022,56.57370517928287
08/05/2022,55.776892430278885
08/08/2022,52.191235059760956
08/09/2022,54.980079681274894
08/10/2022,62.15139442231075
08/11/2022,59.362549800796806
08/12/2022,64.9402390438247
08/15/2022,65.73705179282868
08/16/2022,65.33864541832669
08/17/2022,64.5418326693227
08/18/2022,63.745019920318725
08/19/2022,58.56573705179282
08/22/2022,49.40239043824701
08/23/2022,47.808764940239044
08/24/2022,46.613545816733065
08/25/2022,50.199203187250994
08/26/2022,40.23904382470119
08/29/2022,37.450199203187246
08/30/2022,34.66135458167331
08/31/2022,32.669322709163346
09/01/2022,31.075697211155376
09/02/2022,25.89641434262948
09/06/2022,23.107569721115535
09/07/2022,27.490039840637447
09/08/2022,27.888446215139442
09/09/2022,35.059760956175296
09/12/2022,38.645418326693225
09/13/2022,20.318725099601593
09/14/2022,20.717131474103585
09/15/2022,16.334661354581673
09/16/2022,15.537848605577688
09/19/2022,15.139442231075696
09/20/2022,13.944223107569721
09/21/2022,10.358565737051793
09/22/2022,11.155378486055776
09/23/2022,9.561752988047807
09/26/2022,8.366533864541832
09/27/2022,7.569721115537848
09/28/2022,11.553784860557768
09/29/2022,8.764940239043824
09/30/2022,5.577689243027888
10/03/2022,10.756972111553784
10/04/2022,18.32669322709163
10/05/2022,18.725099601593623
10/06/2022,16.733067729083665
10/07/2022,6.374501992031872
10/10/2022,4.382470119521912
10/11/2022,1.593625498007968
10/12/2022,1.9920318725099602
10/13/2022,5.9760956175298805
10/14/2022,3.585657370517928
10/17/2022,9.163346613545816
10/18/2022,9.9601593625498
10/19/2022,7.968127490039841
10/20/2022,7.171314741035856
10/21/2022,13.147410358565736
10/24/2022,17.529880478087648
10/25/2022,19.123505976095615
10/26/2022,4.780876494023904
10/27/2022,2.390438247011952
10/28/2022,6.772908366533864
10/31/2022,5.179282868525896
11/01/2022,3.187250996015936
11/02/2022,0.398406374501992
11/03/2022,0.0
11/04/2022,0.796812749003984
11/07/2022,2.788844621513944
11/08/2022,3.9840637450199203
11/09/2022,1.195219123505976
11/10/2022,14.342629482071713
11/11/2022,17.131474103585656
11/14/2022,11.952191235059761
11/15/2022,12.749003984063744
11/16/2022,12.350597609561753
