Date,Meta
10/27/2022,2.788844621513944
10/28/2022,3.187250996015936
10/31/2022,1.195219123505976
11/01/2022,1.593625498007968
11/02/2022,0.398406374501992
11/03/2022,0.0
11/04/2022,0.796812749003984
11/07/2022,2.390438247011952
11/08/2022,1.9920318725099602
11/09/2022,3.585657370517928
11/10/2022,3.9840637450199203
11/11/2022,4.382470119521912
11/14/2022,5.179282868525896
11/15/2022,5.577689243027888
11/16/2022,4.780876494023904
